"PIN","sex","age","dq_ethnicity_1","dq_ethnicity_2","dq_ethnicity_3","dq_ethnicity_4","dq_ethnicity_5","dq_ethnicity_6","dq_religion1","dq_religion2","dq_religion3","dq_religion4","dq_religion5","dq_religion6","dq_religion7","dq_religion8","dq_religion9","dq_religion10","dq_religion11","dq_religion12","dq_politics1","dq_politics2","dq_politics3","dq_politics4","dq_politics5","dq_politics6","dq_politics7","self_race1","self_race2","self_race3","self_race4","self_race5","self_race6","self_race7","self_religion","self_politics","ideal_affectionate","ideal_ambition","ideal_artistic","ideal_disposition","ideal_family","ideal_health","ideal_humor","ideal_intelligent","ideal_kind","ideal_parenting","ideal_physatt","ideal_religious","ideal_resources","ideal_sexy","ideal_status","ideal_age","self_affectionate_comp","self_ambition_comp","self_artistic_comp","self_disposition_comp","self_family_comp","self_health_comp","self_humor_comp","self_intelligent_comp","self_kind_comp","self_parenting_comp","self_physatt_comp","self_religious_comp","self_resources_comp","self_sexy_comp","self_status_comp","self_age"
450,0,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,2,5,8,7,5,8,7,7,9,7,8,9,7,7,9,8,6,1,8,5,6,5,6,5,6,7,7,6,9,5,5,7,5,1
254,0,27,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,5,7,7,4,8,9,8,9,6,7,9,9,9,8,7,8,1,5,6,5,4,9,6,6,7,7,9,8,8,8,6,7,1
330,0,24,1,1,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,2,10,9,9,9,7,9,8,8,8,9,8,6,8,9,7,2,10,7,3,6,7,7,8,7,8,8,8,3,5,7,8,2
347,0,23,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2,1,8,8,6,7,7,9,10,7,7,6,6,9,7,6,8,2,7,5,4,6,7,7,8,6,5,6,7,5,8,6,8,1
433,0,30,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2,5,9,8,6,5,7,5,5,5,6,9,6,7,5,7,7,2,7,6,7,9,7,6,5,8,7,9,7,7,6,8,6,0
355,0,24,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,6,6,5,7,6,8,7,5,5,6,7,6,5,6,7,2,7,7,7,5,7,6,7,8,7,9,7,6,6,8,7,2
288,0,18,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,7,7,5,5,7,7,5,5,6,6,8,2,7,8,7,1,6,6,4,4,4,6,4,5,4,4,5,1,4,5,6,1
463,0,24,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,11,7,10,7,6,7,10,6,9,7,7,10,4,7,5,8,4,2,8,6,5,8,8,3,7,7,5,8,7,4,5,5,5,3
250,0,22,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,2,4,6,6,3,4,8,4,6,6,4,6,4,4,6,6,6,5,6,6,5,3,6,6,7,6,4,8,2,5,7,8,3
293,0,22,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,11,7,5,9,5,7,7,5,7,8,8,6,6,4,7,6,7,3,9,9,7,8,8,10,7,10,10,6,8,4,8,10,7,1
428,0,28,1,1,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,5,6,9,7,7,7,7,7,5,7,7,7,9,7,6,7,9,2,9,8,3,9,6,7,5,7,9,7,8,7,8,10,8,2
309,0,23,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,8,7,7,7,6,6,4,7,7,6,5,6,6,6,8,2,6,4,7,7,7,5,6,4,6,7,4,7,5,5,5,2
275,0,25,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2,6,6,7,8,8,6,6,6,3,6,8,6,2,5,8,7,1,5,7,6,8,5,8,9,5,6,7,8,3,7,7,7,2
340,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,13,4,10,5,7,8,7,6,9,5,6,5,8,4,5,8,6,1,7,7,5,8,5,6,10,8,6,6,7,6,8,8,6,1
478,0,25,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,3,6,7,6,5,8,6,7,4,8,5,5,5,5,6,6,6,2,8,8,4,7,5,5,5,8,8,8,7,5,7,7,6,2
423,0,27,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,12,4,5,5,5,7,6,8,5,6,6,6,8,5,7,7,6,5,7,4,4,7,6,5,7,5,6,7,4,3,5,6,8,3
351,0,22,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,6,9,8,7,7,7,9,8,8,8,7,9,8,4,8,3,6,9,9,6,2,5,7,6,7,7,5,9,6,4,7,1
313,0,19,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,5,4,5,4,7,5,5,7,5,6,5,5,4,5,8,6,2,5,4,4,6,6,7,7,5,6,3,6,4,4,5,5,1
430,0,28,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,12,1,8,7,5,9,7,6,7,9,7,7,6,6,7,7,6,1,10,9,8,10,7,6,10,8,9,10,8,5,5,9,6,1
261,0,33,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,7,7,10,10,6,9,7,9,9,9,10,10,9,2,9,8,10,1,10,10,7,9,10,9,10,9,9,9,10,1,9,10,10,2
459,0,21,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,7,7,5,8,9,7,7,7,6,10,6,8,8,8,7,2,7,6,7,7,10,4,8,6,7,10,7,5,8,7,7,2
278,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,4,4,4,3,4,4,5,5,3,4,5,0,4,5,4,1,5,6,6,2,3,4,5,7,4,3,4,0,4,5,3,2
361,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,12,5,6,6,7,6,7,6,7,5,7,9,9,3,6,5,5,2,8,7,7,6,5,7,6,8,6,8,4,7,7,4,6,1
391,0,24,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,11,7,10,8,6,4,10,7,9,7,8,9,6,7,5,6,8,1,10,7,6,5,5,7,9,9,8,5,7,8,6,5,7,0
454,0,20,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,1,NA,1,1,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,3,3,6,6,0,5,3,4,5,7,7,5,7,0,5,4,5,1,6,8,4,8,5,6,6,8,6,6,6,0,7,5,5,1
479,0,35,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,11,5,9,9,8,6,7,7,7,7,9,7,4,7,4,4,7,2,9,8,7,6,5,5,7,7,7,5,5,8,7,5,6,1
356,0,18,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,8,4,6,8,8,7,7,7,8,8,10,10,9,9,8,3,4,5,7,7,8,5,8,6,8,6,6,10,6,6,8,1
273,0,28,NA,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,5,8,8,6,10,7,6,8,7,7,4,6,3,6,4,6,1,6,5,6,6,5,5,7,4,6,4,6,3,5,4,5,1
384,0,21,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,4,6,9,7,7,6,4,7,5,8,7,6,6,7,8,6,2,5,8,10,7,6,6,7,6,7,6,7,3,4,7,7,1
368,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,3,8,8,10,9,7,7,7,10,6,6,6,5,6,7,7,2,7,6,8,8,7,8,6,7,7,5,7,5,4,9,6,0
310,0,29,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,1,10,8,8,8,7,6,9,7,8,7,7,7,8,10,9,5,8,8,8,7,8,7,8,8,8,8,6,6,6,7,9,2
427,0,23,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,7,5,7,7,5,6,5,5,7,5,8,5,2,7,5,7,2,7,6,6,6,6,4,7,6,5,6,6,5,5,8,6,1
425,0,33,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,9,6,8,9,6,10,10,7,8,7,10,8,8,6,8,8,9,1,10,10,6,9,8,8,8,10,9,10,10,7,10,9,9,1
400,0,21,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,4,8,10,7,7,7,6,7,8,9,10,7,7,6,7,9,1,10,9,9,8,9,7,7,9,8,10,7,4,8,10,10,0
494,0,21,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,7,6,5,6,5,7,6,4,4,2,7,2,1,4,2,3,1,5,3,4,3,6,3,3,3,5,4,4,2,3,3,4,0
480,0,24,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,9,4,9,9,9,9,9,9,7,10,8,10,9,9,8,10,9,1,9,8,8,7,10,8,9,9,9,10,8,7,8,10,9,1
471,0,32,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,5,7,5,5,7,7,8,7,5,5,6,7,5,5,7,1,5,5,2,4,2,3,4,5,4,2,7,3,4,4,5,0
412,0,21,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,5,3,3,3,5,6,5,3,5,3,7,6,5,6,4,2,4,3,6,2,5,6,5,6,3,5,5,4,4,5,4,1
474,0,29,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,7,6,7,5,6,6,5,6,4,5,5,5,5,4,6,8,5,2,8,6,5,8,7,5,6,6,7,7,6,6,6,9,7,2
274,0,24,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,2,6,7,5,5,8,6,5,7,5,5,5,4,3,5,6,1,6,5,3,4,7,3,5,5,5,6,4,5,4,4,6,1
457,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,3,8,10,6,9,7,9,8,10,10,10,7,8,10,9,8,2,8,10,10,9,10,8,10,8,10,10,8,4,9,9,10,2
317,0,26,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,4,5,7,6,5,6,5,6,7,6,6,6,6,7,6,6,2,6,6,8,6,7,8,7,8,8,5,8,5,9,7,5,1
303,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,11,4,6,9,6,5,6,8,7,6,6,4,6,2,7,8,6,1,5,6,7,5,6,6,5,6,7,4,6,0,4,7,5,0
300,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,5,7,10,7,8,10,7,9,9,7,7,9,10,7,9,7,8,3,9,9,8,7,6,7,8,9,9,9,8,6,6,8,8,2
447,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,6,8,7,10,9,6,8,7,8,9,7,7,5,8,6,9,2,6,9,10,8,10,8,8,8,9,7,7,7,7,7,7,1
431,0,30,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,6,8,8,8,8,6,9,5,7,7,7,6,7,8,9,7,2,7,7,7,5,2,6,5,4,6,6,4,7,6,6,4,2
380,0,28,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,7,4,10,9,10,9,9,8,10,9,9,7,9,7,9,10,8,0,10,9,9,10,10,9,9,10,9,9,10,9,9,9,9,0
296,0,20,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9,6,10,8,10,8,8,9,9,9,8,9,8,10,7,10,9,2,9,6,7,8,9,9,8,6,8,7,9,7,8,9,8,2
345,0,27,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,8,9,6,7,9,6,6,7,9,6,8,7,6,8,7,1,7,8,7,10,7,6,7,7,9,7,8,6,8,9,9,1
482,0,28,NA,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,5,10,7,4,8,5,8,9,9,9,6,7,4,6,7,7,3,7,6,5,5,7,5,8,6,7,5,7,3,7,5,6,0
408,0,27,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,12,1,8,7,7,8,9,5,8,5,8,8,5,6,7,7,7,1,9,9,8,9,7,7,8,9,9,9,7,6,6,8,6,0
397,0,25,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,6,6,7,7,3,5,5,6,5,5,6,8,4,5,6,2,5,6,7,4,5,5,5,5,4,5,6,9,7,5,8,1
489,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,11,5,5,7,7,6,6,6,5,5,5,4,5,8,6,7,6,3,8,7,8,6,2,4,3,5,6,7,5,5,4,8,6,2
322,0,28,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,2,2,6,7,6,5,9,5,6,5,6,8,5,6,6,5,6,1,7,6,6,7,8,5,6,6,8,8,7,8,7,3,7,1
339,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,7,7,7,7,6,5,5,8,5,8,4,4,4,7,6,4,7,7,6,6,6,4,5,5,4,7,5,6,4,7,6,3
395,0,29,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,12,5,7,5,6,4,3,6,5,7,2,5,5,4,5,3,4,1,7,6,6,3,5,6,6,5,6,7,5,6,4,7,3,1
381,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,7,10,9,6,7,7,8,8,10,10,10,7,9,10,9,9,2,7,6,7,6,8,7,7,7,6,6,5,5,7,7,5,1
393,0,34,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,12,4,10,7,10,10,7,10,9,9,9,8,10,9,10,10,9,2,10,9,10,8,8,8,9,8,10,9,8,7,9,10,8,2
405,0,18,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,12,4,5,4,2,0,3,5,3,2,4,1,5,0,4,2,4,4,5,5,5,5,4,4,4,4,6,3,5,0,4,5,5,2
299,0,28,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2,3,10,8,9,10,10,9,9,10,10,9,9,4,10,9,8,1,10,10,7,7,4,8,10,10,9,8,9,1,7,10,7,0
499,0,25,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,13,5,10,8,7,8,8,8,9,8,8,9,8,10,8,9,6,2,9,8,7,8,3,5,9,9,7,7,8,7,4,8,6,0
291,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,7,6,6,8,6,3,7,6,5,6,5,7,1,6,6,7,2,8,7,6,6,6,9,7,6,6,7,7,4,4,9,5,1
318,0,27,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,4,8,6,7,7,9,6,7,6,6,8,6,6,7,7,7,2,6,4,6,5,8,3,7,5,6,5,6,6,5,6,6,1
308,0,28,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,5,6,6,7,5,4,5,6,3,5,6,5,5,3,6,6,5,1,7,8,6,6,7,6,4,7,8,7,6,4,5,7,6,1
378,0,28,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,4,9,8,6,7,8,7,8,8,7,6,9,9,8,9,7,3,7,8,6,7,6,7,7,7,9,7,7,7,6,7,6,2
295,0,28,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,2,2,6,4,2,4,6,4,6,5,5,3,3,2,5,5,4,3,7,4,3,4,7,5,4,7,5,5,4,5,4,6,6,2
305,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,3,6,7,5,5,7,6,8,6,8,4,6,5,9,6,7,2,8,7,7,8,5,8,7,9,8,7,9,7,7,7,7,1
420,0,34,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,4,7,6,10,8,8,9,7,6,8,5,6,3,7,9,4,3,9,7,7,7,6,7,6,7,10,5,8,2,5,9,5,3
323,0,32,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,7,7,10,8,8,5,8,6,6,10,10,10,7,10,8,3,9,8,6,8,8,9,9,9,5,9,9,8,7,10,7,2
429,0,23,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,7,10,9,7,10,9,6,9,6,9,10,9,9,9,9,8,3,9,9,7,8,7,6,8,8,10,9,9,8,6,8,6,1
487,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,2,5,8,5,8,6,5,9,6,8,6,6,5,8,7,7,1,8,10,6,8,6,9,9,9,6,6,4,8,6,6,8,0
362,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,11,5,4,8,7,7,8,9,5,7,7,6,7,8,5,2,7,3,5,10,8,8,7,9,6,8,8,8,8,8,7,6,7,2
319,0,18,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,7,7,3,2,1,3,2,3,3,3,5,4,0,2,7,3,2,4,4,1,5,6,2,4,4,3,4,3,0,3,6,3,0
364,0,19,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2,2,6,6,6,5,8,5,8,7,8,5,6,9,6,6,5,1,7,6,6,4,6,4,6,7,7,5,6,8,4,8,6,1
331,0,32,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,5,5,5,5,5,5,4,4,6,5,7,6,6,7,6,2,4,4,7,6,6,6,4,5,7,6,4,7,7,5,4,2
363,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,13,4,7,6,5,5,5,7,6,6,6,2,6,0,8,6,5,1,8,7,6,7,6,6,5,9,9,6,8,3,7,4,6,1
337,0,28,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,9,4,4,5,6,7,5,5,6,6,5,4,6,6,5,2,5,4,2,6,6,6,2,5,5,5,5,3,5,6,4,1
495,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,6,4,5,4,4,4,4,5,5,7,7,5,6,9,4,1,5,5,6,5,8,5,3,6,5,6,7,5,6,9,4,1
449,0,32,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,7,4,2,6,4,6,7,5,7,8,5,2,7,6,5,1,7,6,6,6,6,5,6,7,7,8,7,3,6,6,8,1
386,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,5,9,8,6,8,7,5,10,8,8,9,7,5,8,8,5,6,7,7,8,9,7,7,8,7,10,9,7,6,6,8,7,2
406,0,23,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,7,7,5,5,6,3,3,5,3,6,7,3,6,6,5,6,2,7,6,7,8,6,4,7,7,5,7,7,8,6,7,6,1
417,0,24,NA,NA,NA,1,1,NA,1,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,12,3,6,7,4,8,5,6,7,7,7,8,6,7,5,9,7,1,4,4,1,6,6,7,7,5,5,4,6,7,6,5,5,1
